unique_registros_ID,species,taxon_nombre,status_type,nombre_type,comentarios,sexo,localidad_codigo,elev_min_etiq,elev_max_etiq,elev_unidad,dia,mes,ano,colector,coleccion,fecha,digitador,duplicate,lat_dec,lon_dec,latlong_fuente
50726,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50727,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50728,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,,,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50729,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50730,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50731,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Cali COL VC,,,m,9,Oct,1973,,FLMNH,,Samuel Landrian,duplicate,3.45,-76.51666667,Brown
50732,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Calima Rio COL VC,,,m,,Feb,1988,,FLMNH,,Samuel Landrian,duplicate,3.933333333,-76.51666667,Brown
50733,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,macho,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50734,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
50735,cydno,cydno cydnides Heliconius,,,zelinde x cydnides,hembra,Rio Calima Near Rio Bravo COL VC,,,m,,May-Aug,1988,,FLMNH,,Samuel Landrian,duplicate,3.907455556,-76.62491111,Geonames + Google Earth
